sample
-0.3058777
-0.30715942
-0.3078003
-0.30792236
-0.3076477
-0.3072815
-0.3069458
-0.3067627
-0.3067932
-0.30691528
-0.30697632
-0.30688477
-0.3065796
-0.30621338
-0.30593872
-0.3057251
-0.30548096
-0.30514526
-0.3046875
-0.3041687
-0.3036499
-0.3031006
-0.30245972
-0.30166626
-0.3006897
-0.29953003
-0.29815674
-0.29656982
-0.29470825
-0.29260254
-0.2904358
-0.28833008
-0.2864685
-0.28485107
-0.28338623
-0.2819519
-0.28048706
-0.27890015
-0.27697754
-0.27459717
-0.27178955
-0.2687683
-0.26568604
-0.26263428
-0.25952148
-0.25637817
-0.25317383
-0.24993896
-0.2467041
-0.24343872
-0.24005127
-0.23666382
-0.23321533
-0.22973633
-0.22625732
-0.2227478
-0.21923828
-0.21572876
-0.21221924
-0.20874023
-0.20516968
-0.20147705
-0.19772339
-0.19396973
-0.1902771
-0.18655396
-0.1828003
-0.17904663
-0.17541504
-0.1720581
-0.16900635
-0.16595459
-0.16268921
-0.15911865
-0.15536499
-0.15164185
-0.14797974
-0.14425659
-0.14035034
-0.1361084
-0.1315918
-0.12686157
-0.12197876
-0.11694336
-0.11172485
-0.10638428
-0.10110474
-0.09597778
-0.0909729
-0.086120605
-0.08135986
-0.07678223
-0.07247925
-0.06845093
-0.06454468
-0.060577393
-0.05633545
-0.051757812
-0.046813965
-0.041625977
-0.036346436
-0.031066895
-0.025970459
-0.020965576
-0.016082764
-0.011413574
-0.0070495605
-0.0030212402
7.324219E-4
0.004425049
0.008270264
0.012329102
0.016540527
0.020690918
0.02456665
0.028289795
0.032073975
0.03616333
0.040649414
0.04537964
0.05029297
0.055267334
0.06036377
0.06552124
0.07067871
0.0758667
0.08105469
0.08618164
0.09121704
0.096069336
0.10070801
0.10534668
0.11004639
0.11477661
0.11935425
0.123687744
0.1277771
0.13174438
0.13583374
0.14016724
0.14468384
0.14901733
0.15283203
0.15600586
0.15878296
0.16152954
0.16448975
0.16775513
0.17123413
0.17480469
0.17837524
0.18188477
0.18539429
0.18902588
0.19290161
0.19689941
0.20074463
0.2041626
0.2071228
0.20980835
0.21234131
0.21472168
0.2168274
0.21868896
0.22033691
0.2218628
0.22329712
0.22494507
0.22695923
0.22930908
0.23175049
0.23394775
0.23580933
0.23736572
0.2387085
0.23989868
0.2409668
0.24194336
0.24273682
0.24325562
0.24353027
0.24383545
0.2444458
0.24536133
0.24630737
0.24694824
0.24725342
0.24743652
0.24771118
0.24819946
0.24890137
0.24972534
0.2503357
0.25045776
0.24993896
0.24905396
0.24822998
0.24768066
0.24743652
0.24743652
0.24765015
0.2480774
0.24862671
0.24923706
0.24993896
0.25073242
0.25146484
0.25180054
0.25161743
0.25109863
0.2505188
0.2501526
0.24990845
0.2496643
0.2492981
0.24868774
0.2477417
0.24676514
0.24612427
0.24615479
0.24664307
0.24716187
0.24731445
0.24700928
0.24642944
0.24578857
0.24523926
0.24481201
0.24441528
0.24386597
0.24301147
0.2420044
0.24111938
0.24053955
0.24014282
0.23968506
0.23910522
0.23843384
0.23773193
0.236969
0.23614502
0.23526001
0.2341919
0.23278809
0.23086548
0.22854614
0.22619629
0.22415161
0.22241211
0.22085571
0.21929932
0.21755981
0.2156372
0.2137146
0.21191406
0.2104187
0.2090149
0.20751953
0.205719
0.2036438
0.20147705
0.19946289
0.19763184
0.19598389
0.19439697
0.19281006
0.19119263
0.1895752
0.18798828
0.18637085
0.18481445
0.18331909
0.18185425
0.18041992
0.1789856
0.17749023
0.17596436
0.17443848
0.17297363
0.17160034
0.17034912
0.16912842
0.16784668
0.16629028
0.16442871
0.16238403
0.16027832
0.15826416
0.15621948
0.15411377
0.15203857
0.1499939
0.14813232
0.14639282
0.14459229
0.14263916
0.14059448
0.13851929
0.13650513
0.13449097
0.13238525
