sample
-0.16989136
-0.16925049
-0.16851807
-0.16775513
-0.16674805
-0.16543579
-0.16381836
-0.16201782
-0.16009521
-0.15805054
-0.15582275
-0.15341187
-0.15093994
-0.14840698
-0.14578247
-0.14297485
-0.13995361
-0.1368103
-0.1335144
-0.12994385
-0.12600708
-0.12158203
-0.11679077
-0.11175537
-0.10644531
-0.100860596
-0.094940186
-0.08874512
-0.08227539
-0.075683594
-0.06893921
-0.062042236
-0.05505371
-0.047821045
-0.040283203
-0.032470703
-0.02432251
-0.015991211
-0.007385254
0.0015563965
0.011169434
0.021392822
0.03201294
0.042663574
0.053222656
0.06378174
0.07449341
0.085357666
0.096221924
0.106933594
0.117614746
0.12841797
0.13937378
0.15029907
0.16088867
0.17092896
0.18035889
0.18939209
0.19818115
0.20687866
0.21542358
0.2236023
0.23101807
0.23757935
0.24334717
0.24847412
0.25308228
0.2571106
0.260437
0.2632141
0.26553345
0.26757812
0.2692566
0.27041626
0.27090454
0.27072144
0.2699585
0.2687378
0.2671814
0.2652893
0.2631836
0.26089478
0.25839233
0.25561523
0.25247192
0.24893188
0.24508667
0.24102783
0.23678589
0.2322998
0.2276001
0.22271729
0.21786499
0.21304321
0.20819092
0.20306396
0.19750977
0.19140625
0.18487549
0.17810059
